model,metallic,split
sketchfab-objaverse__00__001ee191c4794811ac9cc9d59c1d37b7_8,1,test
sketchfab-objaverse__01__010bb19da3d54f5996de42d5d08480ce,3,train
sketchfab-objaverse__01__01633764904b4878bb4097ad730b9228_7,0,test
sketchfab-objaverse__01__01831e00d81a4620acea9771ae1e1564,3,train
sketchfab-objaverse__02__029389da502d41a0aeada600137ae98b,4,train
sketchfab-objaverse__06__06c3528961104f059c5f7dd3ff472ad5,4,train
sketchfab-objaverse__09__09beba2fa834415f89734b21376fd886,5,test
sketchfab-objaverse__0c__0c8ba2906d8c466eb3ce107698af7143,0,val
sketchfab-objaverse__0d__0dbfa88e1d184ba4a38a6cda56532044_None,4,train
sketchfab-objaverse__0d__0df63dfc1f594be9aa2b91f91f509ed1,3,train
sketchfab-objaverse__0e__0e2010b6607b49738a25346908dfa879_None,5,train
sketchfab-objaverse__0f__0fc9d4ed43b04043a221d22929108f9b_3,5,train
sketchfab-objaverse__10__105ce22895c84cee84471547d82eed56_3,5,train
sketchfab-objaverse__11__11d4fd6435cc4375b8f6427421ca7bab,4,train
sketchfab-objaverse__11__11ef58b1d5b341c5adb841d9af04e00f,1,train
sketchfab-objaverse__16__166ad5d34fdd4ebaafdb02822a55430f_2,0,train
sketchfab-objaverse__24__248894de9a3146f9bce6da82db22f11d,0,test
sketchfab-objaverse__24__24d62e9cefa94dff93c1fb1e9cb95f36,1,train
sketchfab-objaverse__28__283cd9d821d34bf198be2d0f4d42f2b9_2,1,train
sketchfab-objaverse__28__285776f977ca440883a005117af2f9cd_None,4,train
sketchfab-objaverse__29__29e2a5af24a046a09e9cd979d07a0fbe_None,5,train
sketchfab-objaverse__33__33d43e9736a24790b9a8fdd75e7a8aa0,4,train
sketchfab-objaverse__38__38d11062063a4defb78a938bc9ff699b,5,val
sketchfab-objaverse__39__3917e9e49645412da2b297950f14aad2_None,1,train
sketchfab-objaverse__3e__3e5d50694a634338b0da5668421196a7,1,train
sketchfab-objaverse__3f__3f343b730f964c9e8fc74a56001b99dc_3,0,train
sketchfab-objaverse__45__455fc2fe09784a92a2045f2a1ecf0e86_None,1,train
sketchfab-objaverse__4e__4e7ec355d3d04e4e8c3f0ca1d0d2a12e,0,train
sketchfab-objaverse__50__503a9a3b19c84af28fb0eb964156fada,4,val
sketchfab-objaverse__50__50d8fc3381454b0a9566ac29d9255d98,0,val
sketchfab-objaverse__53__539605b221994c0aaa55b40beb4082f6,5,val
sketchfab-objaverse__5b__5be971bf790b49df82e2c6780b9078c7_2,4,train
sketchfab-objaverse__5e__5ee15da877a84df3aade63344d9fc1a4,0,train
sketchfab-objaverse__6c__6c824dc3d0d5405dad5a56d260c05d84,4,train
sketchfab-objaverse__6d__6d27050a2e1746388fb3dd4d933b634a_None,0,test
sketchfab-objaverse__6d__6d6e90b888ea45b9a6986a416f42b65d,5,test
sketchfab-objaverse__6e__6e737309ca7e4330b084f998daf3df6c_None,0,train
sketchfab-objaverse__70__709a1916c0cc4cbebe197e7ef26964cb,1,train
sketchfab-objaverse__73__73b6cbcd340a4ff48b5cf7f2a3e8f4f7,3,train
sketchfab-objaverse__74__7495288e6b20405da7096b39bcf414d3_None,3,val
sketchfab-objaverse__74__74b589daa77748539b673e4cfc366b73,0,val
sketchfab-objaverse__7b__7b713028e8aa4c46ba2b1a75e41671c9,1,train
sketchfab-objaverse__7b__7b88f3cf76394838bf0c386984999e9a,4,train
sketchfab-objaverse__7d__7de84f78d23f4fedbb1cb65331a275c4,0,val
sketchfab-objaverse__82__82c73471fde045afbe46100df285990f,5,train
sketchfab-objaverse__88__88d8c088e86146e181cd91877a242f56_None,4,train
sketchfab-objaverse__89__892712a15c604b519ccc51fb36f7464d,5,train
sketchfab-objaverse__8b__8b8dfc037c96448bb23f807c54a6ade9_2,1,test
sketchfab-objaverse__8d__8dd65888025f4b34bc2d5cf7b8cc0347,3,val
sketchfab-objaverse__8e__8e9e0a29dcdc4ff69a66de1860c5c32e,4,train
sketchfab-objaverse__8f__8f5bcdc1b8ec47a395402c0284b47d6e,1,train
sketchfab-objaverse__91__91852dca70874c3fafdac99e5be6bd97,5,train
sketchfab-objaverse__91__919b7a46b7aa4f48a6f017ef266432e4_2,3,train
sketchfab-objaverse__92__925f1c73acc94509ae48ad79ca40fdcb_None,0,train
sketchfab-objaverse__92__92a776267f3b47b8aea096d5466c5f7d_None,4,train
sketchfab-objaverse__98__9820673636cb4f7c903b3d5d1fd8d8ec_None,3,test
sketchfab-objaverse__99__99d67b2654d1457e85ca85ccac5a8972_3,1,train
sketchfab-objaverse__a0__a013c0a2fa1241f886286ead135761ed,4,train
sketchfab-objaverse__a1__a156e39a7559435e84a4bbce32a8428f_None,4,train
sketchfab-objaverse__a2__a2c061ef335b41779e58daa145cb806a,0,val
sketchfab-objaverse__a2__a2f55bd405dc4f4c8fc7eeece1f60578,1,train
sketchfab-objaverse__a7__a7ffc570d3fe41c89b9dde195ab0faea_None,1,val
sketchfab-objaverse__ae__aec578e4960a4ee2acc8b757aa468f29,4,train
sketchfab-objaverse__b0__b0d56089acdb447b8d1ee2ce105793f4,4,test
sketchfab-objaverse__b5__b568768117f844a389ab5b8f8ef15769,3,val
sketchfab-objaverse__b7__b7edae3153c44416a7529eae36f79437,3,train
sketchfab-objaverse__ba__ba4808305d8544eca08c0dcffda79ef4_1,0,test
sketchfab-objaverse__c1__c121b212f9424106afdc3e3c511f3bf5_None,1,test
sketchfab-objaverse__ca__cafa69cd668f40afaf11e7c19e999314_2,5,test
sketchfab-objaverse__d1__d1898e38288843cd957c817a32e60508_None,1,test
sketchfab-objaverse__d8__d83b6b26e126420c8db4e0b939762ab6_None,5,train
sketchfab-objaverse__dc__dc04dbe52d214322830a522e8da87163_3,1,train
sketchfab-objaverse__e2__e2285f2f17fc4cc9a8fc2010ad85e794_None,5,train
sketchfab-objaverse__e6__e6e9e2ce3148459fa66ae7515e05a2dd,5,train
sketchfab-objaverse__e8__e84caa8ec28143288586a99996b5c857_2,4,test
sketchfab-objaverse__ec__ecf0df12ff9a4f8ea8218cbdb219b1c9,5,val
sketchfab-objaverse__ed__edd70d35f13c47e394c88d6f713d4968_1,3,train
sketchfab-objaverse__ed__edda52d11b9148a3818f45a1d56db36a_2,5,train
sketchfab-objaverse__ef__ef546fb7a53749929ee0271da674f983_3,1,train
sketchfab-objaverse__ef__ef7b406812ff44dca514eb7e2a7627d0,5,train
sketchfab-objaverse__f3__f343508829314d3983658a410a8280b9,0,train
sketchfab-objaverse__fb__fb9e951263f84af290bfb96ede790d01_None,5,train
sketchfab__01__01a60690bd8845e68f991696185cc441_None,4,test
sketchfab__01__01cb4001ad0c4f33a2a8c0c3a2889ce5_2,4,train
sketchfab__01__01e0c26111ec430b87cd0952909f088f_None,5,val
sketchfab__01__01ee59ebfbd343169d2d9bebc63818fe_1,5,train
sketchfab__02__0202c1479ef34f4db8eb9f289a3280c7,0,train
sketchfab__02__02342dde163548f7a06a1efcb83269b6,3,train
sketchfab__02__026d77fe4e7d4702b25012f5f4071fdd_None,1,train
sketchfab__02__029cd6ef82a74c728ea568b9725d34e9,0,val
sketchfab__03__033395ea49f847fdabe5dc9c89b31d6f_2,2,train
sketchfab__03__0382c1531a3049be83153a4c8d3b9b70_4,0,test
sketchfab__04__042b9cbe18f948b3a9d8e51f797baf76,0,train
sketchfab__04__044d21f3521f4b53afd08c399700a784_None,5,test
sketchfab__04__04f384713a804951a7adf35670e50f6c_None,1,train
sketchfab__04__04fbd7aa62be43a9b0fed9ad776578ad_5,3,train
sketchfab__05__053f147e64ce47e7a5c4427567205643_None,3,train
sketchfab__05__05a4ed2b13414cf7983a32d81e441e05_2,5,train
sketchfab__05__05ab4c2bfcf44613ae14aa0d0369ef1d_None,0,train
sketchfab__05__05c4191b47b3474497c8618046135d23,5,train
sketchfab__05__05d9f073f7ea4bd0bd1859d6a38e8667,5,train
sketchfab__05__05de7bc3a6324682b0fabdebdff16905_1,3,train
sketchfab__06__067abee74c684553854d6634f3e19557_1,5,train
sketchfab__07__07191c0cdaaa4e55b8d6a88bce0b271e_None,1,test
sketchfab__07__07513d8ada60430987b0e77b417656c3_5,5,train
sketchfab__07__0765d1ab1ffb46c19f3c599836cdffa4,5,train
sketchfab__07__07d3c7e02d354fc0aa9d7df95f40148b,1,train
sketchfab__07__07fba1e1439846e1b686ccbea7d20db9,3,train
sketchfab__08__0887b48f6e824846ae05db904489dd96_None,1,test
sketchfab__08__0895cb406c8b46c7b11e1853012fa1ff,0,train
sketchfab__09__09557bca232d4ad28577d2b6dea722b1_None,5,train
sketchfab__0b__0b27cbad51b44f238d1e104f37ec3764,0,train
sketchfab__0b__0b6e3e3c50fe411d978ee10f99f02eff_2,0,train
sketchfab__0b__0b7a6627a74040969f28c4542b267d7b,0,train
sketchfab__0b__0bac0e6aa9db4fafbcd36c4b52365b5a,3,train
sketchfab__0b__0bb32e82ec7c43569ec6549064f27025_2,5,test
sketchfab__0b__0bc85adff8474eeeb806820b668c28a9_9,1,train
sketchfab__0c__0c555ca2532c44418d75a15a8d44f3fc,5,test
sketchfab__0d__0d783655f9ca45808e3447b799e8718a,2,train
sketchfab__0d__0dec2a09047c4bba9da2014a8925c92f,4,val
sketchfab__0e__0e728e2f643b43468e5c85680b88f1b1_canal-barge_None,5,train
sketchfab__0f__0f10957498a64985bcea13c5402a6ed4_2,3,train
sketchfab__0f__0f8fd7becded464bbe90186e345d3b79_None,4,train
sketchfab__0f__0f998648e5934cb58dba119d0fa1c8b4,2,train
sketchfab__0f__0fd38a1ff9fe4ee9ae68c4a5298d8902_3,4,test
sketchfab__0f__0fdaf9ada10d4808834ba4ef109b62fb,5,val
sketchfab__10__10156fd840f44a50ad913e656272a2b2_9,4,val
sketchfab__10__102f621a7f6f4d668d9f769177e2fc62,0,train
sketchfab__10__108a5ef9bbf046f7ae3a93658c359629_the-neverending-story-book_None,4,test
sketchfab__12__1229338c159c40f49c1fa6eab7e2cd19,3,val
sketchfab__12__127f78ed14e64ddf8b5b1686f71873a7_6,0,train
sketchfab__12__128b3b3cde3b42619c382e8f9085892f,0,train
sketchfab__12__12a4319cdd154651bb05bb2e218743fa,3,train
sketchfab__13__1322608061cd4322a325b458e267ecea,1,train
sketchfab__13__13710429debd4b2d8dfc6b4361245ffd,2,val
sketchfab__13__13ed162302154b06acfdb87f66da07c6,0,val
sketchfab__14__14d931082c4142149c4196e7dabd13f1,3,train
sketchfab__15__15275aa0fc824f738629f1d4add74d7a_None,4,train
sketchfab__15__15d694775eff4677bc8911681959812d_sideboard-6_None,5,train
sketchfab__15__15d89f8356864888915d70af4b030470,0,train
sketchfab__15__15fac86d9f9c4463be7c28aa47cd0fe7,1,train
sketchfab__16__169c5d780d4a47e4a03f181e2f504c77_2,3,train
sketchfab__16__16a180e345d84a61aeea692e46f0afe8_1,1,val
sketchfab__16__16b2af9c0ef849eaa51b8100dff48d22,5,test
sketchfab__17__175646a626454a3ba425cfe4272ce280_None,4,train
sketchfab__17__17841bf2a1c044e7a7c11bfb71ec5474,5,val
sketchfab__17__17a00df3b1c34889bf7d50d7a88e7df9_german-house-style-9-snow,5,train
sketchfab__17__17c29f11616844f99bca066f12ea7b89_None,5,train
sketchfab__18__1845f5047fbf42f393b43b79a7b60c7e_2,5,train
sketchfab__18__186df998426e4b6493c62ebca9671af8,4,test
sketchfab__18__18948226c88448c5b2d17d82f14f54bd_4,0,train
sketchfab__18__18cc5378cf2f49a795988cbd26fad2dd_1,4,val
sketchfab__19__19169722f213499c8cc508a8aa902222,4,train
sketchfab__19__195b6bd9357c4023bbddb91dfc50540f,0,train
sketchfab__19__19b1400affc34f2184a218abc9a38d5b_None,4,test
sketchfab__19__19d283b94d664ef4ae3eab99d17cc00a_3,0,train
sketchfab__1a__1a83dfda20074d37ad3b83cdf695f41e_4,5,train
sketchfab__1b__1b4bff6a43484036842e24e0c24a2b81,5,train
sketchfab__1b__1b69d3f88b1f474c8be64df72cfad44d_12,0,test
sketchfab__1c__1c0a6133e7ec49a7a41ef812e39526a5,4,train
sketchfab__1c__1c3a63b80c5a4ec2a6175b85b9167bfb_None,1,test
sketchfab__1c__1c69a290600441bba32de84c0f06f566_None,4,train
sketchfab__1d__1d5245549ec44d95bd0d1fed795b7c76_10,5,train
sketchfab__1d__1d5529fc83974740a03cdadf7a80a88e_1,0,train
sketchfab__1e__1e0ef0a219ac485f937c46ec1c5fe011,0,test
sketchfab__1e__1e2460660eb2403eb3aad16e0ee9b07c,5,test
sketchfab__1f__1f04d62e31ef4c938839541a866c723f,5,train
sketchfab__1f__1fa2659a238949708c5fdd387d662aff_None,5,train
sketchfab__20__2030749159ec412e96c4a2c535058cf1,5,test
sketchfab__20__2047ebb80f0f46c4bcddb1dfec84df21_3,1,train
sketchfab__20__209dd8e03baa4067952c53025847c9d4,3,val
sketchfab__20__20f3b99181b74ace964e2d8ab8e956b8_3,5,train
sketchfab__21__211e14a45c394dab82a054048a119238_3,5,train
sketchfab__21__2124c6981356469eb0416d145ba2af75_None,0,train
sketchfab__21__213b414437f84734a6bc027e9c248247,3,train
sketchfab__21__218c6ede2103416997015bdc975e951e_None,4,test
sketchfab__23__232dc643c5614b9f9c09c1c0097406e4_pear_None,5,train
sketchfab__23__238eb716e604413487952cde0977444a,1,train
sketchfab__23__23f45840dbc94673868f55d275f1b0c6_1,3,train
sketchfab__24__2407ccc1e5f14bc39dc8c4b084087d10_None,5,train
sketchfab__24__2424fe581c52437e98e40dfe351d0c8b_7,5,train
sketchfab__25__251f175781da489c862723dedbbefff3,5,train
sketchfab__25__253c18b5b6b644cc8de4382782bc719e_7,1,train
sketchfab__25__255fe1cc22554d02a36174b795701d01_20,5,train
sketchfab__25__2568f4b6f28347678ce41e84ad6f02ac_1,0,train
sketchfab__25__25b8825a28b349b4a8aaa2defa334943,4,train
sketchfab__26__26648b3b30884939b3698228d842d2c8,4,train
sketchfab__26__26ea53673bd04d9a9ebddc2286ebd2e1,1,train
sketchfab__27__2747b9a8fc284d368448c0983a77283b,5,test
sketchfab__27__27d94d6401a5437d8e96cc345c2e6da2_None,0,test
sketchfab__28__28bddd6c47df41d1a8b24158de8b474d_1,1,val
sketchfab__2a__2a36a92bc74e458b8587b535ef781cd0_traffic-cones,5,val
sketchfab__2a__2a43720d15424284be442173bed481d9_4,0,train
sketchfab__2b__2bbf8f7bb7e64a44b97a1b1ab6c5a6fb_None,4,train
sketchfab__2c__2c165bbe1de84e7bb3556ce0d607b439_2,2,train
sketchfab__2c__2c8ba8a3f22b42e788db0120d0bc818f_None,4,train
sketchfab__2c__2ccf98f0523543bd9f110c8f928e5ffa_None,5,test
sketchfab__2e__2e6b1f67d4fb4e7aa4cd9844270f9787_3,3,train
sketchfab__2f__2f13533ec51348798e2952be4b4a98a8,3,train
sketchfab__2f__2f203b66e45c458e82061633b8caff72_None,0,train
sketchfab__30__30b4919802d4438a8ce217620d7b4ec8_2,3,val
sketchfab__31__316d415215704cdbbdd9e60d1881bce3_the-krusty-krab-bikini-bottom-tales_1,5,train
sketchfab__31__31b9d8edb211418b9c7f63fe83c2c0db,5,val
sketchfab__32__324b94536e7e440e847f3bb80a3a143f,3,test
sketchfab__32__32915faa6837492e90ec0e75be8effc2,4,train
sketchfab__33__331765c024b842ec9a4693b0aff9924c_1,4,train
sketchfab__33__3347af4d421f46f2bdd1c6ab5e154e6d,0,val
sketchfab__33__33737b8cd64c4f319744b3738cb8721c_5,3,val
sketchfab__34__344fc3a7d26c481eab1e8d9819b6b6e4_2,5,train
sketchfab__34__34af8cf440b049f08a034de81dfff8a1,3,val
sketchfab__35__351902e989a74113a3b4308aeecefbae,3,train
sketchfab__35__35b4e9b63448497e8afd608f4431e0b6,3,test
sketchfab__35__35e6ef8c67d445d48c5593c870f58e84_None,5,train
sketchfab__36__36005f78c06d4583b8f43210e9d05069_4,5,train
sketchfab__36__36e62f658e184874a957b50732e85148,0,train
sketchfab__37__372183d810234dffa0d2634251b72252,5,train
sketchfab__37__3730b8bc733340179bf9669ce11cea23_None,0,train
sketchfab__37__373e526e9c71494eb8a1e4b8fc24869a_12,5,train
sketchfab__37__37fe6d5860b44ea9959a1104c91d8b85,1,train
sketchfab__38__383844f4c36c4991a3be3ed1b457ca29_None,0,val
sketchfab__38__38542ea277c54995bebef4a877ff0fb4,2,train
sketchfab__38__387e5488e78f405a9e2829e0c770f021_None,4,train
sketchfab__38__388ba61d071040aabbfd477c686b0897_8,4,train
sketchfab__38__38934ceafb9c4b8e90be3038c2692d87_None,5,train
sketchfab__39__396171b759524851acaaffe636524710_5,0,test
sketchfab__39__398b94cf7b8b46d1b65271e095b9a1ee,3,test
sketchfab__39__39de834a710e44deb1627f94dd953972_xiangqi-preview-01_10,4,train
sketchfab__3a__3a2f6983dfc048aaac0b8e4c0a13e855_None,5,train
sketchfab__3a__3a68e117db7c4b3eb29114d962f9cf18_2,5,test
sketchfab__3b__3b4a84b772db4e12a75fc2d939512648_sgp35-ganondorf,0,val
sketchfab__3c__3c2211f65bc0471286aec1f1fc2ee29d,5,test
sketchfab__3c__3c3c35cf54a1432fa7b4c0822834720e,1,train
sketchfab__3c__3c4772ed4f5f4801aa440a3acb880a3b,0,train
sketchfab__3c__3c676309d3ed481cbc7c03a6bf774e39,0,test
sketchfab__3d__3dabe7dc4c2a486585e778780b189a08_victim-altar_3,5,test
sketchfab__3d__3db728dddb6c45b5b464d6133d7c887b,0,train
sketchfab__3e__3e66f011c2dc458495e5237ba344b2d9_None,1,train
sketchfab__3e__3efd2633ad1f44f9bdce21378c578e3d,0,train
sketchfab__3f__3fafcda018364160b281838b00829a81_None,5,test
sketchfab__3f__3ff93e9c937241dd9f5bf2cda8437a68_chess-board_7,5,val
sketchfab__40__401d8499c30d4cf495e5be44bdb2fe1b,3,train
sketchfab__40__4079b8f3d6be41d8a81a71cb35ddeeaa,1,train
sketchfab__41__410864c59b0c4620b3486d1761ef84c0_6,4,train
sketchfab__41__412d8853ad864e80a300cb60cc4ff831_None,0,train
sketchfab__42__42ce4f25574b4c51a8271f28a03d0d32,5,train
sketchfab__43__430fcf50ede54e7793e1db82d934c103,5,test
sketchfab__43__43df72cb1b4340d3a739078ed9b4b642,5,test
sketchfab__43__43ebc34c37e04de4a19454830ba38463,0,train
sketchfab__44__44832fbbfa9848f18b885d804c185156_None,1,train
sketchfab__44__448c9c97fda74d00a184ca1213a6db32_1,5,val
sketchfab__44__44ebff494b764ce1a2a8f51101a21511_3,4,test
sketchfab__46__46463671704a45e19bb86a0030732dd5,1,train
sketchfab__47__47213d3517654089ac713d388a13fe09,0,train
sketchfab__47__473ea22cc90d4c31bbace2719ab063fc,5,train
sketchfab__47__47422b32e6b54bc1a542600985f21c09_None,1,train
sketchfab__48__4812cf8594d140839eddd8ee3e8e8dd2_2,0,train
sketchfab__48__48774a6436154d498c7b9e77f7d73b6d_None,0,train
sketchfab__49__499f9a1a77fa46239a8f7f84b8cf73c5_9,3,train
sketchfab__4a__4ab1992af74944ff92f848db2f320746_None,4,train
sketchfab__4a__4acadeb9933c4b308b86ab2d215dcdae,0,train
sketchfab__4b__4bc099fc344e42c9b6a7d92a9e383ba6_None,4,train
sketchfab__4d__4d12733b62b4478b87d9bbdb3ffd8df9_1,5,val
sketchfab__4d__4d392e01aed54f70a0c42d81fb5c3023,4,test
sketchfab__4d__4d80ee6186f14cfbadfd598fd6627f38,0,train
sketchfab__4e__4e955bf650fe4916908313bc00b7f2fc_dusky-pink-stylised-dining-chair_None,5,train
sketchfab__4e__4ea96b70ff064f67b528b64c23b172b6,3,val
sketchfab__4f__4fdb80edea5b45e9b9fed758db493814,0,train
sketchfab__50__502ae665072740eab559855d404484ae,3,train
sketchfab__50__50fac19c81154fbcafe14fe8a97bbbb0_4,5,val
sketchfab__51__5176b600d36647f78cea15bf0c57697a,3,train
sketchfab__52__5228921eb5d24e059e18ce622577f44f_4,4,train
sketchfab__52__5258933d58d1403488334d0c56d810eb_None,3,val
sketchfab__53__53f394927d114f95bac129c2c494ec13,5,train
sketchfab__54__5407f24760a147e8baaa330071e63610_gamera-2020,5,train
sketchfab__54__541f09706e6748b7a77d6f55b4f2d5c5,4,val
sketchfab__54__548f4fe3e2d3436a881d2b746fac58e8,5,train
sketchfab__54__54fe8fd14e70471f88a8c0b58e8a14e1,5,train
sketchfab__55__55e2510c5e044736bccf1d07737f06dd,5,test
sketchfab__56__5634650cf01e4f15b998853a4b48bf1d,5,val
sketchfab__57__57e5e8d6cc5e4b2bac5c7aae866e9f75_None,3,train
sketchfab__58__5863f549ca974b15800a79be93d6a09f,3,train
sketchfab__58__589e1e78e53c485a99612d52b74d0722,3,train
sketchfab__58__58c9ec6d6ff74d55914f3474d5441b35_rescue-strike-back-chibi,0,train
sketchfab__58__58e246ef92f24b85b5ee6129dabfe577_maple-building_None,0,train
sketchfab__59__5948df3c7e16402592f0c50c3700fe12_3,5,test
sketchfab__59__596897c744e14d4fb6fa2058eccce736_56,5,train
sketchfab__59__5992746aef0e4f75a3932789381966ec_None,4,train
sketchfab__59__599fd7c5a135460e83c5f99b449ceda8_None,3,val
sketchfab__59__59e910cb149e40128e1f71e460ab7a74,3,train
sketchfab__5a__5a2da71b2890447981ef77e33cbdd65a,3,test
sketchfab__5a__5a6a8c09b9b94b48847273ce02eb03a1,1,train
sketchfab__5b__5b43042b9e2e435baa4494db418125ea_None,5,train
sketchfab__5b__5b6e533fa69140faaacd425ed1fea52d_12,5,train
sketchfab__5b__5bbfb92266ba46cfb12b1ccc491f15d6_2,5,train
sketchfab__5b__5bf86f32c7d14e14a6ac0e194a1cb511_maiko_1,5,train
sketchfab__5c__5c04efc9d633430891bb15eb6df36b3d_2,5,train
sketchfab__5c__5c200d848a1d465ab950963ab432205f,5,train
sketchfab__5c__5cce0d9fd1e146379a32851e19c5ff73_1,5,train
sketchfab__5c__5cfe9b16f5464ebcbf452fb7f7eed015,5,train
sketchfab__5d__5d6aa7d64c0b4530a62f0d6f8ff0760a_None,0,val
sketchfab__5d__5df90c49e9cc4a6da9768268f91aa22f,3,val
sketchfab__5f__5f18fe58b51847eba5017ef3c2426a60_None,3,test
sketchfab__5f__5f24dfe9f15047f09bf2d90fd7bdc4ee_13,5,train
sketchfab__5f__5f664713a0ba496e9bd8ad5eab3d5efc,5,test
sketchfab__5f__5fd734ce70bd4e989c0e7b5171359e35,0,test
sketchfab__60__60519be599964cc391218f225ad8893b_1,0,test
sketchfab__61__617ff61c1aae461e9a78fa3f4b79447c,0,train
sketchfab__62__62d1440130a44146b00e0716344dc653,5,train
sketchfab__63__6309527b3fb7472089e397e8c5a9f19a_sir-donalster-fast-food-moving-restaurant_1,3,train
sketchfab__63__630df415c83544169a78a951ecfcb831,0,test
sketchfab__63__63c6bdf791194ed9be3a72b8edbc5bdb,0,val
sketchfab__63__63ffd424cc1e40d5a155bfb60eab4781,5,train
sketchfab__67__6722a7a66b8e4cee9feebb991b010173,5,train
sketchfab__67__678d76e5dbb049a7ad83b3c69a9b4026_2,4,test
sketchfab__67__6798fc15f994469ea6ee7f45b5e3cac3_2,3,test
sketchfab__67__679a3c402eff4a298f94c14c6b2496b2,3,val
sketchfab__67__67bcc931704845a4b0044ac78f53edc7_weavony-the-silk-witch-stylized-character_1,5,val
sketchfab__67__67e9552490ec41ec8f0404a7105bf1f7_modular-wooden-bridge_2,5,train
sketchfab__68__68013b7167744323b9b00964ef874924_3,5,val
sketchfab__68__68929bb0868c4906b7bfdcd76bc4b4c9_None,5,train
sketchfab__69__690dc5b0648147cc89edc4289d6d3e22_14,5,train
sketchfab__69__69b5f226e5bb464587fd80c091d12cb0_2,1,train
sketchfab__69__69b87318e538430b9c5df8f99d4472b8,1,test
sketchfab__69__69c91a6475a145f78ae2d229ce2af532,0,test
sketchfab__69__69f10095b09b4d1ab78a2226bf884c56_None,4,train
sketchfab__6a__6af6b555f4214fb39c6a1ef6162c6e3d_None,0,val
sketchfab__6b__6b088ff36db34d83941e2470cf6d9653,5,train
sketchfab__6b__6b410ae9c5e04ed98be4052ad9a506b1,0,test
sketchfab__6b__6b7391eed9d8488e98a030b9a614ad8a,0,train
sketchfab__6b__6be3142525b94d279d6571fbd5b72d9a,0,train
sketchfab__6d__6d75535a463040aa879f41df4e20c168,4,train
sketchfab__6d__6debb6b8570c4dab98f785772322f051,0,train
sketchfab__6f__6f351f644cdf46ffa2afee86e975ac99_None,5,train
sketchfab__6f__6fc046ef8d9249a0aa2610429a77c384_3,0,train
sketchfab__70__7052493994144ce792c2d560a6b2b81d_None,5,train
sketchfab__70__705debe949d94594962c190357ad4c84,1,val
sketchfab__71__71a537e546b34902b28156115ee9bd0a_None,3,train
sketchfab__71__71b0fc02429248eba97bba6f30c3b14e_2,0,train
sketchfab__71__71b9ee3f48704157a6d156f8966043ea_10,5,train
sketchfab__71__71e25616e6534f878064d48061889074_None,5,train
sketchfab__72__7229fec4dcfa4a4c902bb08bf2e2eda3,1,train
sketchfab__73__732794f3596d4909b117a9e1dc0d865c,3,test
sketchfab__73__73a183aeadaf40aa9987c4cdf6a9164b_None,1,train
